Panckoucke_hab_1816	593	595
Lamy_1839	402	404
Bottin1_1822	224	226
DidotBottin_1890b	159	161
Didot_1849a	642	644
DidotBottin_1878	115	117
Panckoucke_hab_Dulac_1832	631	633
Duverneuil_et_La_Tynna_1803	114	116
Bottin1_1820	274	276
Didot_1849b	3	5
